1441456448, 16232, 183, 317, 7253743993, 761869447, 23104, 450, 128486594
1441456504, 32667, 236, 471, 5950963539, 1110912699, 1561899, 870, 225402832
1441456560, 12071, 174, 236, 7580518952, 577561402, 512329, 247, 125370173
1441456616, 12624, 182, 244, 7253344140, 596067093, 28351, 249, 139646244
1441456672, 5110, 182, 257, 7247221563, 577355704, 694453, 276, 117072643
1441456728, 14865, 149, 221, 8494047013, 522822192, 530300, 331, 109697013
1441456784, 32767, 190, 394, 6992202374, 903259789, 2213110, 887, 207395213
1441456840, 32594, 183, 477, 7269644797, 1101513237, 668919, 1006, 336408217
1441456896, 32660, 142, 214, 8865004207, 507974729, 2908252, 470, 92897375
1441456952, 7790, 145, 193, 8737811939, 465613742, 155725, 207, 89375769
1441457008, 13655, 151, 227, 8436294192, 550172198, 172590, 301, 97669702
1441457064, 12260, 181, 276, 7280096855, 643288234, 1392033, 393, 133383311
1441457120, 8717, 222, 319, 6202480381, 759693911, 132470, 342, 139733357
1441457176, 30261, 235, 337, 5816740253, 827158511, 71913, 382, 138692506
1441457232, 32721, 207, 322, 6537417760, 736717013, 4133893, 702, 148668142
1441457288, 4808, 228, 310, 6024022309, 695316703, 957123, 293, 135258090
1441457344, 32767, 160, 309, 8003472668, 632442997, 15986764, 1053, 259045612
1441457400, 8421, 208, 283, 6482236450, 686200015, 724547, 283, 147839764
1441457456, 6918, 217, 299, 6232591565, 703413059, 1001273, 305, 159572223
1441457512, 4429, 244, 331, 5632517601, 713344932, 239226, 307, 180159519
1441457568, 7886, 240, 333, 5746547723, 786803887, 822275, 343, 163952590
1441457624, 16474, 171, 239, 7648613563, 586339618, 514027, 258, 115195380
1441457680, 32755, 259, 493, 5407000186, 1048118618, 17885262, 1231, 258683758
1441457736, 30886, 161, 500, 7738918459, 1056313794, 1232222, 1227, 199885998
1441457792, 32764, 142, 460, 8472468798, 921689523, 15958485, 1397, 133774223
1441457848, 20764, 182, 294, 7259272765, 709256643, 223194, 438, 108195480
1441457904, 14704, 242, 394, 5752446390, 932957420, 617788, 516, 149540421
1441457960, 7651, 209, 339, 6507459715, 729359925, 1497418, 439, 124547714
1441458016, 32763, 227, 428, 6053466935, 930901866, 17810603, 1094, 176351409
1441458072, 21626, 222, 358, 6240660576, 873751754, 204321, 460, 161447060
1441458128, 19806, 227, 361, 6095111629, 873285194, 766519, 488, 134336814
1441458184, 14679, 166, 254, 7844977501, 615737689, 600620, 338, 85809567
1441458240, 32757, 346, 926, 4346454308, 1836226378, 19504645, 1903, 415650316
1441458296, 32754, 585, 1707, 3211523911, 2998629768, 22426994, 2789, 572456912
1441458352, 32764, 768, 2156, 2623412862, 3383242713, 41245830, 3334, 771363217
1441458408, 32761, 617, 1704, 3095902235, 3018584225, 19223050, 2744, 689171257
1441458464, 32764, 410, 1266, 4245001090, 2360838671, 24825775, 2357, 510434746
1441458520, 25072, 268, 524, 5481491400, 1273316650, 318392, 719, 202880384
1441458576, 32754, 332, 1002, 4535352298, 1895241654, 23838692, 2111, 386825134
1441458632, 25282, 257, 485, 5593861597, 1161655643, 489185, 737, 175460319
